left,top,right,bottom,id
8.1929999999999996,56.6400000000000006,8.2029999999999994,56.6499999999999986,"3713"
8.2029999999999994,56.6499999999999986,8.2129999999999992,56.6599999999999966,"3808"
8.2029999999999994,56.6400000000000006,8.2129999999999992,56.6499999999999986,"3809"
8.2129999999999992,56.6700000000000017,8.2229999999999990,56.6799999999999997,"3902"
8.2129999999999992,56.6499999999999986,8.2229999999999990,56.6599999999999966,"3904"
8.2129999999999992,56.6400000000000006,8.2229999999999990,56.6499999999999986,"3905"
8.2129999999999992,56.6200000000000045,8.2229999999999990,56.6300000000000026,"3907"
8.2229999999999990,56.7199999999999989,8.2329999999999988,56.7299999999999969,"3993"
8.2229999999999990,56.7100000000000009,8.2329999999999988,56.7199999999999989,"3994"
8.2229999999999990,56.7000000000000028,8.2329999999999988,56.7100000000000009,"3995"
8.2229999999999990,56.6700000000000017,8.2329999999999988,56.6799999999999997,"3998"
8.2229999999999990,56.6600000000000037,8.2329999999999988,56.6700000000000017,"3999"
8.2229999999999990,56.6499999999999986,8.2329999999999988,56.6599999999999966,"4000"
8.2229999999999990,56.6400000000000006,8.2329999999999988,56.6499999999999986,"4001"
8.2229999999999990,56.6300000000000026,8.2329999999999988,56.6400000000000006,"4002"
8.2229999999999990,56.6200000000000045,8.2329999999999988,56.6300000000000026,"4003"
8.2330000000000005,56.7100000000000009,8.2430000000000003,56.7199999999999989,"4090"
8.2330000000000005,56.7000000000000028,8.2430000000000003,56.7100000000000009,"4091"
8.2330000000000005,56.6899999999999977,8.2430000000000003,56.6999999999999957,"4092"
8.2330000000000005,56.6799999999999997,8.2430000000000003,56.6899999999999977,"4093"
8.2330000000000005,56.6700000000000017,8.2430000000000003,56.6799999999999997,"4094"
8.2330000000000005,56.6600000000000037,8.2430000000000003,56.6700000000000017,"4095"
8.2330000000000005,56.6499999999999986,8.2430000000000003,56.6599999999999966,"4096"
8.2330000000000005,56.6400000000000006,8.2430000000000003,56.6499999999999986,"4097"
8.2330000000000005,56.6300000000000026,8.2430000000000003,56.6400000000000006,"4098"
8.2330000000000005,56.6200000000000045,8.2430000000000003,56.6300000000000026,"4099"
8.2330000000000005,56.6099999999999994,8.2430000000000003,56.6199999999999974,"4100"
8.2430000000000003,56.6899999999999977,8.2530000000000001,56.6999999999999957,"4188"
8.2430000000000003,56.6799999999999997,8.2530000000000001,56.6899999999999977,"4189"
8.2430000000000003,56.6700000000000017,8.2530000000000001,56.6799999999999997,"4190"
8.2430000000000003,56.6600000000000037,8.2530000000000001,56.6700000000000017,"4191"
8.2430000000000003,56.6499999999999986,8.2530000000000001,56.6599999999999966,"4192"
8.2430000000000003,56.6400000000000006,8.2530000000000001,56.6499999999999986,"4193"
8.2430000000000003,56.6300000000000026,8.2530000000000001,56.6400000000000006,"4194"
8.2430000000000003,56.6200000000000045,8.2530000000000001,56.6300000000000026,"4195"
8.2430000000000003,56.6099999999999994,8.2530000000000001,56.6199999999999974,"4196"
8.2530000000000001,56.7599999999999980,8.2629999999999999,56.7699999999999960,"4277"
8.2530000000000001,56.7500000000000000,8.2629999999999999,56.7599999999999980,"4278"
8.2530000000000001,56.7400000000000020,8.2629999999999999,56.7500000000000000,"4279"
8.2530000000000001,56.7300000000000040,8.2629999999999999,56.7400000000000020,"4280"
8.2530000000000001,56.7199999999999989,8.2629999999999999,56.7299999999999969,"4281"
8.2530000000000001,56.7100000000000009,8.2629999999999999,56.7199999999999989,"4282"
8.2530000000000001,56.7000000000000028,8.2629999999999999,56.7100000000000009,"4283"
8.2530000000000001,56.6899999999999977,8.2629999999999999,56.6999999999999957,"4284"
8.2530000000000001,56.6799999999999997,8.2629999999999999,56.6899999999999977,"4285"
8.2530000000000001,56.6700000000000017,8.2629999999999999,56.6799999999999997,"4286"
8.2530000000000001,56.6600000000000037,8.2629999999999999,56.6700000000000017,"4287"
8.2530000000000001,56.6499999999999986,8.2629999999999999,56.6599999999999966,"4288"
8.2530000000000001,56.6400000000000006,8.2629999999999999,56.6499999999999986,"4289"
8.2530000000000001,56.6300000000000026,8.2629999999999999,56.6400000000000006,"4290"
8.2530000000000001,56.6200000000000045,8.2629999999999999,56.6300000000000026,"4291"
8.2530000000000001,56.6099999999999994,8.2629999999999999,56.6199999999999974,"4292"
8.2530000000000001,56.6000000000000014,8.2629999999999999,56.6099999999999994,"4293"
8.2629999999999999,56.7700000000000031,8.2729999999999997,56.7800000000000011,"4372"
8.2629999999999999,56.7599999999999980,8.2729999999999997,56.7699999999999960,"4373"
8.2629999999999999,56.7500000000000000,8.2729999999999997,56.7599999999999980,"4374"
8.2629999999999999,56.7400000000000020,8.2729999999999997,56.7500000000000000,"4375"
8.2629999999999999,56.7300000000000040,8.2729999999999997,56.7400000000000020,"4376"
8.2629999999999999,56.7199999999999989,8.2729999999999997,56.7299999999999969,"4377"
8.2629999999999999,56.7100000000000009,8.2729999999999997,56.7199999999999989,"4378"
8.2629999999999999,56.7000000000000028,8.2729999999999997,56.7100000000000009,"4379"
8.2629999999999999,56.6899999999999977,8.2729999999999997,56.6999999999999957,"4380"
8.2629999999999999,56.6799999999999997,8.2729999999999997,56.6899999999999977,"4381"
8.2629999999999999,56.6700000000000017,8.2729999999999997,56.6799999999999997,"4382"
