"Start.time","Stop.time","G1_n","Area.G1.50","Area.G1.95","G2_n","Area.G2.50","Area.G2.95","Overlap.50.tot","Overlap.50.freq","Overlap.95.tot","Overlap.95.freq","G1.centroid.lon.50","G1.centroid.lat.50","G1.centroid.lon.95","G1.centroid.lat.95","G2.centroid.lon.50","G2.centroid.lat.50","G2.centroid.lon.95","G2.centroid.lat.95"
"2020-01-05 00:00:00","2020-01-05 23:59:59",1,79864.72,134546.87,1,79248.01,130538.22,69894.48,0.88,129818.72,0.99,151.036821222937,-33.8187600943199,151.036917284814,-33.8188285003672,151.038038669197,-33.8189049191453,151.037282134615,-33.8188881012367
